StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q134,method_fair,Q132,Q131,Q127,Q129,Q135,age,Q136,Q137,Q137_3_TEXT,Q138,Q139,Q140,MTurkCode,nonalg_method,budget,money,nonalg_method_present
2019-08-19 17:52:37,2019-08-19 17:52:37,Survey Test,*******,100,0,True,2019-08-19 17:52:37,R_4O6S6jSSCJKWx9P,*******,*******,*******,*******,*******,*******,test,,"Porttitor. Vehicula pharetra non accumsan! Purus laoreet, sapien. Velit vitae consectetuer.",school counselor using a predictive model/algorithm,Tempor molestie? Gravida rhoncus! Temporibus viverra? Magnis eu per mattis odio vestibulum justo.,"No, students who deserve mentors will still not get them",Extremely fair,Somewhat fair,Aenean scelerisque mattis. Rhoncus duis ut cursus nec? Suspendisse nunc.,54,Graduate or professional school,Other (please specify),Ultrices arcu vitae. Rutrum blandit nibh odio! Vitae phasellus! Duis amet ac vivamus iaculis.,I have children and at least one is school-aged (3-18),Extremely Conservative,,,used his judgment,smaller budget,less,using his judgment
2019-08-19 17:52:37,2019-08-19 17:52:37,Survey Test,*******,100,0,True,2019-08-19 17:52:37,R_byFtSi5sDdwGbbL,*******,*******,*******,*******,*******,*******,test,,Ridiculus urna malesuada auctor auctor vehicula sed nullam amet natoque eros cras. Duis facilisi lectus.,school counselor using a predictive model/algorithm,Dapibus magnis sodales ante auctor? Montes maecenas vehicula primis! Vivamus.,"Yes, students who deserve mentors will get them",Somewhat fair,Somewhat unfair,"Lacus interdum, morbi velit atque elit augue malesuada sed ante.",54,Graduate or professional school,Female,,I have children but none are school age (they're younger than 3 or older than 18),Extremely liberal,,,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-19 17:52:37,2019-08-19 17:52:37,Survey Test,*******,100,0,True,2019-08-19 17:52:37,R_0HetMJ7wbY6LAS9,*******,*******,*******,*******,*******,*******,test,,"Commodo commodo consequat vehicula. Volutpat phasellus fermentum curabitur eget, ridiculus dolorem.",school counselor using a predictive model/algorithm,"Malesuada eget auctor ligula elit eros sed faucibus? Ullamcorper? Ante donec posuere? Sem, donec.","No, students who deserve mentors will still not get them",Extremely unfair,Neither fair nor unfair,Luctus wisi tempor egestas luctus orci. Pretium magna culpa dapibus. Eget rutrum culpa.,38,Some high school or less,Other (please specify),"Laoreet in laoreet, orci nullam nulla maecenas faucibus iaculis purus iaculis id aliquet dapibus.",I do not have children,Slightly conservative,,,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-19 17:52:37,2019-08-19 17:52:37,Survey Test,*******,100,0,True,2019-08-19 17:52:38,R_0PL40MusUdtQ19j,*******,*******,*******,*******,*******,*******,test,,Ipsum culpa. Non! Interdum tellus duis fringilla facilisis lorem consectetuer sem tortor! Mattis.,school counselor using a predictive model/algorithm,"Dignissim egestas eu? Cras consectetuer, lorem tempus vulputate in potenti neque dictumst aenean sollicitudin ipsum.","No, students who deserve mentors will still not get them",Extremely fair,Extremely unfair,Justo vitae mattis aenean mi non justo est vivamus ac eget convallis.,70,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Slightly conservative,,,used an income cutoff,larger budget,more,using an income cutoff
2019-08-19 17:52:38,2019-08-19 17:52:38,Survey Test,*******,100,0,True,2019-08-19 17:52:38,R_6AwWZMH0A55124J,*******,*******,*******,*******,*******,*******,test,,Elementum porta sollicitudin scelerisque. Ante sollicitudin lectus elementum vulputate dapibus vivamus ut sollicitudin sollicitudin lacus.,school counselor ${e://Field/nonalg_method_present},Velit tincidunt mattis luctus! Cursus blandit. Venenatis temporibus ab vestibulum.,"No, students who deserve mentors will still not get them",Somewhat fair,Somewhat fair,Praesent diam suscipit curabitur odio laoreet porttitor? Ridiculus vitae nunc ultrices orci et! Risus in.,44,Graduate or professional school,Female,,I do not have children,Conservative,,,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-19 17:52:38,2019-08-19 17:52:38,Survey Test,*******,100,0,True,2019-08-19 17:52:38,R_0e20aWguey0EGOh,*******,*******,*******,*******,*******,*******,test,,Est etiam velit suscipit sodales felis augue molestie proin orci augue elementum sollicitudin quam.,school counselor using a predictive model/algorithm,Massa culpa nonummy dapibus arcu! Non ridiculus. Mi. Vulputate. Pharetra ante! Proin? Ligula.,"No, students who deserve mentors will still not get them",Extremely unfair,Extremely fair,Eros felis platea! Nibh scelerisque ab interdum nullam viverra dui felis.,93,High school diploma or GED,Other (please specify),Accusamus erat leo. Imperdiet! Eros sit imperdiet eleifend praesent viverra egestas.,I have children but none are school age (they're younger than 3 or older than 18),Extremely liberal,,,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-19 17:52:38,2019-08-19 17:52:38,Survey Test,*******,100,0,True,2019-08-19 17:52:38,R_0MV2HWo6IwmDndH,*******,*******,*******,*******,*******,*******,test,,Non. Interdum suspendisse? Primis sem dui non sapien ultricies potenti at accumsan? At.,school counselor ${e://Field/nonalg_method_present},Consectetuer sapien a sodales. Purus natoque platea eget malesuada. Curabitur elit placerat pede ut nec.,"No, students who deserve mentors will still not get them",Neither fair nor unfair,Extremely unfair,"Primis! Blandit sodales elementum platea imperdiet malesuada duis nonummy egestas, dolorem.",93,High school diploma or GED,Female,,I have children but none are school age (they're younger than 3 or older than 18),Slightly liberal,,,used his judgment,smaller budget,less,using his judgment
2019-08-19 17:52:38,2019-08-19 17:52:38,Survey Test,*******,100,0,True,2019-08-19 17:52:38,R_baqfimKuvxDaL5z,*******,*******,*******,*******,*******,*******,test,,Posuere orci vulputate sodales sodales maecenas aenean wisi per egestas malesuada eget.,school counselor ${e://Field/nonalg_method_present},"Dictumst rutrum tempus cras tempora luctus placerat. Dui aliquam porta, dolor est.","Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,Vitae leo eget mauris suscipit nunc? Phasellus? Ridiculus fusce. Malesuada sapien.,66,Some college or 2-year college,Other (please specify),Amet magna eleifend etiam vulputate duis sem lectus ultricies lorem ante erat mattis. Neque sollicitudin.,I have children and at least one is school-aged (3-18),Liberal,,,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-19 17:52:38,2019-08-19 17:52:38,Survey Test,*******,100,0,True,2019-08-19 17:52:38,R_6QBV35MqKnyuAPr,*******,*******,*******,*******,*******,*******,test,,Lorem laoreet dolorem. Faucibus! Dui lorem vehicula ligula consectetuer cursus pharetra interdum augue quis pede.,school counselor ${e://Field/nonalg_method_present},"In odio convallis! Imperdiet, metus aenean wisi aenean praesent viverra elementum sodales. Iaculis sed.","No, students who deserve mentors will still not get them",Neither fair nor unfair,Neither fair nor unfair,"Phasellus. Ut etiam! Elit enim turpis duis curabitur imperdiet, est.",1,Some high school or less,Male,,I do not have children,Extremely Conservative,,,used his judgment,larger budget,more,using his judgment
2019-08-19 17:52:38,2019-08-19 17:52:38,Survey Test,*******,100,0,True,2019-08-19 17:52:39,R_e5ORsFbyWlH97uJ,*******,*******,*******,*******,*******,*******,test,,Leo integer ac a praesent tempor. Pharetra vestibulum eu scelerisque magna per.,school counselor ${e://Field/nonalg_method_present},"Volutpat massa, tempus at consectetuer. Luctus porta at dapibus sodales. Etiam egestas. Lorem.","Yes, students who deserve mentors will get them",Extremely unfair,Somewhat fair,"Eget fermentum potenti! Leo diam proin odio, massa massa volutpat elit malesuada ultricies ultrices.",7,4-year college degree,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",,,used an income cutoff,larger budget,more,using an income cutoff
2019-08-19 17:52:39,2019-08-19 17:52:39,Survey Test,*******,100,0,True,2019-08-19 17:52:39,R_2t5u3ahiTKQUKDH,*******,*******,*******,*******,*******,*******,test,,"Lacus, risus urna mattis sed dictumst aenean nullam etiam maecenas.",school counselor ${e://Field/nonalg_method_present},Sem ab. Risus bibendum dignissim vestibulum temporibus bibendum euismod erat ante.,"No, students who deserve mentors will still not get them",Somewhat unfair,Somewhat fair,Culpa interdum. Per. Temporibus. Dolor phasellus neque eu. Odio tempora.,69,Some college or 2-year college,Other (please specify),Interdum odio eleifend dolorem fermentum facilisi leo proin. Proin mi rutrum.,I have children and at least one is school-aged (3-18),Extremely Conservative,,,used his judgment,larger budget,more,using his judgment
2019-08-19 17:52:39,2019-08-19 17:52:39,Survey Test,*******,100,0,True,2019-08-19 17:52:39,R_bO6Af79BDMtxv1j,*******,*******,*******,*******,*******,*******,test,,A primis malesuada metus. Aliquam! Tempor ipsum mauris posuere. Lacus consequat montes eros id.,school counselor ${e://Field/nonalg_method_present},Mi sed consequat lorem! Enim eros imperdiet proin. Facilisis lectus.,"Yes, students who deserve mentors will get them",Extremely fair,Somewhat unfair,"Lacus phasellus ut vulputate, pretium proin dapibus ultrices fringilla rutrum temporibus ut vivamus.",56,Some college or 2-year college,Other (please specify),Ut tincidunt euismod orci? Elementum ultrices etiam odio montes dui cursus viverra temporibus.,I do not have children,Extremely Conservative,,,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-19 17:52:39,2019-08-19 17:52:39,Survey Test,*******,100,0,True,2019-08-19 17:52:39,R_3ypZGEZBv8FlFgF,*******,*******,*******,*******,*******,*******,test,,Proin morbi risus montes! Ultrices lorem nonummy elementum rutrum odio! Scelerisque wisi dui. Venenatis.,school counselor ${e://Field/nonalg_method_present},Metus. Convallis accumsan wisi aenean lorem consectetuer augue consectetuer eros.,"No, students who deserve mentors will still not get them",Extremely fair,Extremely fair,"Platea lacus turpis, molestie, nullam mattis. Neque sodales mattis iaculis nec aliquet sollicitudin.",46,High school diploma or GED,Male,,I do not have children,Extremely Conservative,,,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-19 17:52:39,2019-08-19 17:52:39,Survey Test,*******,100,0,True,2019-08-19 17:52:39,R_9Ro5GPNqO03Cg8B,*******,*******,*******,*******,*******,*******,test,,Aliquet mi convallis mi atque? Natoque eu donec rhoncus euismod.,school counselor using a predictive model/algorithm,"Dictumst ligula nunc convallis fringilla justo per proin porta porttitor aliquam, mi justo dictumst. Ridiculus.","No, students who deserve mentors will still not get them",Somewhat fair,Somewhat fair,Dictumst laoreet accusamus vitae ultricies curabitur lectus sodales justo posuere.,88,Some high school or less,Female,,I have children and at least one is school-aged (3-18),Extremely liberal,,,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-19 17:52:39,2019-08-19 17:52:39,Survey Test,*******,100,0,True,2019-08-19 17:52:40,R_b2u9LanWl8YzOSh,*******,*******,*******,*******,*******,*******,test,,Sed tellus elit tortor. Ultrices dolor tempora erat iaculis accusamus proin velit. Odio ab cras.,school counselor ${e://Field/nonalg_method_present},"Sem aliquam, morbi ligula tellus ultricies temporibus molestie lacus! Metus nulla.","No, students who deserve mentors will still not get them",Neither fair nor unfair,Extremely fair,Aliquet ante proin tempus? Volutpat? Ut augue volutpat sem aenean lectus.,86,Graduate or professional school,Male,,I have children and at least one is school-aged (3-18),Slightly liberal,,,used his judgment,smaller budget,less,using his judgment
2019-08-19 17:52:40,2019-08-19 17:52:40,Survey Test,*******,100,0,True,2019-08-19 17:52:40,R_4ZyKRGe7lh5y2AR,*******,*******,*******,*******,*******,*******,test,,"Commodo eu vel, consequat consectetuer ultrices nunc placerat, nibh luctus.",school counselor ${e://Field/nonalg_method_present},Culpa magna augue. Fusce justo lectus lorem eleifend! Quam neque? Est nullam porta leo venenatis.,"Yes, students who deserve mentors will get them",Extremely fair,Neither fair nor unfair,"Dolor pretium vehicula? Aliquet, nullam duis! Tempor praesent? Eleifend pretium.",49,High school diploma or GED,Female,,I have children and at least one is school-aged (3-18),Slightly conservative,,,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-19 17:52:40,2019-08-19 17:52:40,Survey Test,*******,100,0,True,2019-08-19 17:52:40,R_bpfbwwXpNGRTRop,*******,*******,*******,*******,*******,*******,test,,Morbi ultrices fringilla sagittis est. Curabitur ut mattis auctor laoreet.,school counselor ${e://Field/nonalg_method_present},Vulputate bibendum. Lectus urna gravida blandit? Platea accumsan tempor erat phasellus mi accumsan gravida sed.,"Yes, students who deserve mentors will get them",Extremely unfair,Extremely fair,Dui? Cras? Morbi nec faucibus auctor facilisi vestibulum etiam tellus nonummy risus risus? Tempus.,29,Graduate or professional school,Other (please specify),"Eleifend. Rutrum volutpat rutrum imperdiet! Non euismod. Convallis massa! Rhoncus ultricies lectus, curabitur nonummy.",I have children and at least one is school-aged (3-18),"Moderate, Middle of road",,,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-19 17:52:40,2019-08-19 17:52:40,Survey Test,*******,100,0,True,2019-08-19 17:52:40,R_cHECSN3t9z6l3nv,*******,*******,*******,*******,*******,*******,test,,"Facilisi arcu? Ullamcorper laoreet lorem, natoque dictumst. Malesuada fringilla eros pharetra consectetuer, felis ultricies enim.",school counselor ${e://Field/nonalg_method_present},"Natoque viverra tellus mi. Dignissim? Etiam montes, egestas eros nulla urna. Egestas dictumst. Tortor atque.","No, students who deserve mentors will still not get them",Extremely fair,Somewhat unfair,Dui aenean nullam integer facilisis? Iaculis non est quam culpa? Donec nec purus.,14,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Extremely Conservative,,,drawn students’ names randomly,larger budget,more,drawing students' names randomly
